Seed,Score,T2,T3,T4,T5,T6,O2,O3,O4,O5,O6,N123,N456,TAO2,TAO3,TAO4,TAO5,TAO6,TAOT,NT,TT
1N88RGOE,66,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2
VTXASJOE,66,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,2,1,3
I583XNOE,66,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,2,1,3
PTCD8CQE,66,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,2
FFEDAEQE,66,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2
AM9T2HQE,66,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2
8QGFJMQE,66,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,2
GSBTNMQE,66,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
J1E1NNQE,66,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,2
15IM6TQE,66,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,1,2
RVYHMUQE,66,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2
CRNP2VQE,66,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
SN9D3WQE,66,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2
W3W4KWQE,66,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2
MBE1UYQE,66,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2
74B7F1RE,66,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
84POB2RE,66,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2
CLC1T7RE,66,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
NKBZEARE,66,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2
O2J4OERE,66,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2
I3U4LHRE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2
HLJ8BNRE,66,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,1,2
CXBG3RRE,66,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2
VGAIAISE,66,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2
J6FTXQSE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,2
DGXC2USE,66,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2
LC6HYXSE,66,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2
7B6A2ZSE,66,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
WW1C61TE,66,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2
ZFNLQ1TE,66,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2
V2AN95TE,66,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
XYDTC6TE,66,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,2
AWWRU6TE,66,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2
5HB1V8TE,66,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2
FCCMTCTE,66,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2
I7B11FTE,66,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2
KGCQDITE,66,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
699P5KTE,66,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
9PCE7LTE,66,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
PH619QTE,66,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2
RFQJ7STE,66,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,1,0,2,1,3
HHSGGMUE,66,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,2
GHO2QOUE,66,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2
1L4TGPUE,66,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,2
HSKJHSUE,66,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,2
M4INLVUE,66,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2
UFC44GVE,66,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2
JEJGSOVE,66,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,1,2
PATLTSVE,66,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2
T6MQITVE,66,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2
44GL2BWE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,2
4EBCGQWE,66,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,2,1,3
DC83JRWE,66,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,2,1,3
G5Y85ZXE,66,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2
M1HJOZXE,66,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2
PHT2RCYE,66,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2
2EKZDCYE,66,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,2
WHGN2DYE,66,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,2
RUZ6BEYE,66,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2
EAOA6MYE,66,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,1,2
UEFQ3NYE,66,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2
QDVEIUYE,66,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,2
NYVVLVYE,66,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2
ZI3JUYYE,66,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2
OUN223ZE,66,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,2
JU8X84ZE,66,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2
T7YZX7ZE,66,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
3BWS9FZE,66,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,2
IWD4CHZE,66,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,2
WAMBMQZE,66,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,2
8VIBFUZE,66,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,2
EYBQDZZE,66,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,1,2
JXYY171F,66,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,2
1BRAA91F,66,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2
YWHUAB1F,66,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2
MPE6N1PE,76,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
L1OHWFVE,66,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
R1KRTHVE,66,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
MDIK2FYE,76,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
2V1RXUFE,66,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
EFJ3CYKE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
HOI857JE,66,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
UOO8FHRE,66,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
7TUTHC8E,81,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1
EJ7J3SKE,76,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
DT4YEKXE,76,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
6HIUDDAE,66,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
ND6AZPBE,66,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
VUDWMZDE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
UETQ6CFE,66,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
7BQT1SHE,66,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
28JGY4JE,66,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
6HANG3KE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
FJ15RDKE,66,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
FP8MG7PE,66,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
LORLPR7E,76,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
NTIKUO8E,76,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
9U28W6DE,76,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
YWXQB3IE,76,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
XC3CPEPE,76,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
X5ENKIVE,76,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
YMCVB7YE,76,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
BIILRATE,71,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
AMLIZU7E,66,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
ATEMA18E,66,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
JL2RS18E,66,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
MGO32F8E,66,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
47Y8MS8E,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
EBXIHT8E,66,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1GRAVT8E,66,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
4J2DLV8E,66,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
FLO8MW8E,66,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
WH1DIW8E,66,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
M4DFTW8E,66,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
261ZE79E,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
SS8XI89E,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
RGQNSL9E,66,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
GZCGON9E,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
P7JG7P9E,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
YFP8IR9E,66,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
XJZXBW9E,66,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
Q443E3AE,66,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
9WK6C5AE,66,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
6WKR2AAE,66,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
GUBOKQAE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
BIFHO3BE,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
FS23ODBE,66,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
XTF87EBE,66,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
ZN4VXHBE,66,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
QM9X2IBE,66,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
4Y9YSLBE,66,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
B9K8YOBE,66,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
WIMAOTBE,66,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
WAU3KVBE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
I9EVSVBE,66,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Y3QLIYBE,66,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
4CO5KZBE,66,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
Q4WHT9CE,66,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
R1DGFBCE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
JE4ABDCE,66,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
QZCR9FCE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
O5PF8HCE,66,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
PJ9B7JCE,66,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
QZR6SMCE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
C2LV7VCE,66,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1PLI9VCE,66,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
DH6F2YCE,66,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
QQP9B1DE,66,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
86S7O1DE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
ZB4H97DE,66,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
B7P2VBDE,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
XPQPPRDE,66,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
UXPZYWDE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
GDE5VYDE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
K5AIX1EE,66,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
GOBZZPEE,66,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
EOEAXSEE,66,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
XK4HHZEE,66,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
JNT7E1FE,66,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
XWSAN5FE,66,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
BXR1J8FE,66,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
XVQQ5BFE,66,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
ZM1OMPFE,66,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
W3OYPQFE,66,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
2MGBORFE,66,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
T7G383GE,66,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
OLO9B4GE,66,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
CW2VG5GE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
YD6OX5GE,66,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
2PNOU8GE,66,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
RA4T6BGE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
6TZU9FGE,66,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
X5BD5HGE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
7C99GKGE,66,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
ZITT6LGE,66,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
D8D3HSGE,66,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
4VK42IHE,66,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
GKHSARHE,66,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
6JIVQMIE,66,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
9R3ZYPIE,66,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
H3PLUWIE,66,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
UA6W3YIE,66,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
TW2QK1JE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
748M3CJE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
TZUNNNJE,66,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
EBOJBWJE,66,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
8CQ9FWJE,66,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
LK4UFWJE,66,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
X97OIJKE,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
AOAT5PKE,66,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
W4QFGUKE,66,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
T8T24VKE,66,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
ZPYM2XKE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
VIKR59LE,66,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
6UJO5ALE,66,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
XEQM6ELE,66,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
L11KLHLE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
AM5ARRLE,66,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
B51JNULE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
R6Z58VLE,66,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Z1IF5XLE,66,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
HU4A5ZLE,66,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
9MCA1RME,66,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
4PHY9RME,66,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
48BORUME,66,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
1NWUCXME,66,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
CMXY9YME,66,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
URPF1INE,66,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
UQZKZNNE,66,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
S8T3ASNE,66,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
AXYIWXNE,66,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
29UZ44OE,66,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
G1ZVW6OE,66,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
3KH23AOE,66,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
TCCMGBOE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
ZYRRSBOE,66,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
TE7Q7JOE,66,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
MCD1JMOE,66,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
19RQGMOE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
YLYO7SOE,66,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
YYZ2KSOE,66,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
89WLLXOE,66,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
5ADE85PE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
W47326PE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
3WOUBQPE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
X5CKIFQE,66,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
9K1K7RQE,66,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
2FEYCVQE,66,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
KKKPQ5RE,66,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
ZOPE7RRE,66,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1VDRNTRE,66,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
7IKO2URE,66,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
XQ999XRE,66,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
9H52WWSE,66,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
CUDQ3XSE,66,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
E2XD15TE,66,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
CFD1MGTE,66,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
G5RV2JTE,66,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
RY2X5PTE,66,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
J8HBRWTE,66,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
1VXBV8UE,66,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
4P4KRDUE,66,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
38IIAXUE,66,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
NXW6R2VE,66,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
9D1B47VE,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
QHSTPCVE,66,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
UR54YEVE,66,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
OFKXCOVE,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
WQFT6PVE,66,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
RTNLWVVE,66,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
SMBOFXVE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
785NBZVE,66,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
LPY2S5WE,66,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
CTUGTIWE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
A4IANMWE,66,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
J15UNPWE,66,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
7VZEEUWE,66,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
ON7BNWWE,66,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
KPCZ5ZWE,66,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
JFBQO2XE,66,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
6ATWW9XE,66,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
5IKBGDXE,66,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1
7JXBCUXE,66,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
XCS9FZXE,66,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
FRM9V3YE,66,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
LGAX79YE,66,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
I7YTHAYE,66,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1TFH1CYE,66,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
9S7KCEYE,66,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
V9YO1HYE,66,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
JK4PJHYE,66,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
MOFERTYE,66,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1
TCPJ7UYE,66,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
CGYUHVYE,66,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
