Seed,Score,T2,T3,T4,T5,T6,B2,B3,B4,B5,B6,N123,N456,TAO2,TAO3,TAO4,TAO5,TAO6,TAOT,NT,TT
5J8KBB71,59,1,0,0,1,0,0,2,0,0,1,0,0
LXQ8HB71,66,1,1,0,0,1,0,0,0,1,2,0,0
2B9Z2D71,59,1,0,0,0,1,1,1,1,0,0,0,0
1C7X2E71,60,0,0,1,0,1,0,1,0,1,0,0,1
TL411F71,60,0,0,1,0,1,0,0,0,0,2,0,1
LJA7MG71,59,0,0,1,0,1,0,1,0,0,2,0,0
JKVQSK71,59,0,0,1,1,0,0,0,2,1,0,0,0
6FJ85N71,59,1,0,0,1,0,1,0,1,0,1,0,0
YDSFCN71,60,0,0,1,0,1,0,0,0,2,0,0,1
K7HQUO71,59,1,0,0,1,0,0,0,0,1,2,0,0
NMMW4P71,59,1,0,0,1,0,0,1,1,0,1,0,0
B3WOKP71,59,1,0,0,1,0,1,0,0,2,0,0,0
SHMPXQ71,60,0,1,0,0,1,1,0,1,0,0,0,1
8OIP6S71,59,1,0,0,0,1,1,0,1,0,1,0,0
9SI9RT71,59,0,1,0,0,1,0,0,1,1,1,0,0
K6VQAV71,59,0,0,1,1,0,1,0,1,0,1,0,0
GHTP8Y71,60,0,1,0,1,0,0,1,1,0,0,0,1
S4BAAY71,75,0,0,1,1,0,0,0,0,1,2,0,1
S3V5IY71,59,0,1,0,0,1,0,1,1,1,0,0,0
CDRMOY71,59,0,1,0,0,1,1,0,0,0,2,0,0
4IB6J381,59,0,1,0,0,1,1,0,1,0,1,0,0
NWHWJ481,60,0,0,1,1,0,0,0,1,1,0,0,1
4Y2HA581,60,0,1,0,0,1,2,0,0,0,0,0,1
7CQBX581,60,0,0,1,0,1,0,0,2,0,0,0,1
Q4F7HA81,59,0,1,0,0,1,0,0,0,2,1,0,0
LR7JKA81,60,0,1,0,0,1,0,1,0,1,0,0,1
J7SHWB81,59,0,1,0,1,0,0,1,1,1,0,0,0
2LBHKD81,59,0,0,1,1,0,1,0,0,1,1,0,0
EZBUSD81,59,1,0,0,1,0,0,1,0,1,1,0,0
SFNF8E81,59,0,0,1,1,0,0,1,1,0,1,0,0
5LUVZE81,59,0,1,0,1,0,1,1,0,1,0,0,0
T7P22F81,60,0,1,0,0,1,0,0,2,0,0,0,1
5LLP4G81,59,0,0,1,1,0,0,0,1,0,2,0,0
BD998G81,59,1,0,0,0,1,0,2,0,1,0,0,0
GRQ5FH81,59,0,1,0,0,1,1,2,0,0,0,0,0
DZSJJH81,59,0,0,1,0,1,1,0,0,0,2,0,0
5JUWCI81,66,1,0,1,0,1,1,1,0,1,0,0,0
1M8BQI81,61,0,0,1,0,1,0,0,0,2,0,1,0
HCBH1J81,60,0,0,1,0,1,0,1,0,0,1,0,1
4YE7VK81,59,0,0,1,0,1,0,1,1,0,1,0,0
4K666M81,59,1,0,0,0,1,0,0,1,2,0,0,0
QRSXYM81,59,0,1,0,0,1,0,0,0,1,2,0,0
FD4I6N81,59,0,0,1,0,1,0,0,2,0,1,0,0
634CBO81,59,0,1,0,0,1,0,1,0,0,2,0,0
569FVO81,59,1,0,0,1,0,0,0,1,2,0,0,0
OQJJOP81,59,0,1,0,0,1,0,0,1,0,2,0,0
NZWM8S81,66,0,1,1,0,1,1,0,1,1,0,0,0
R88ITS81,59,0,0,1,0,1,0,1,0,0,2,0,0
VPOSWS81,59,0,1,0,0,1,0,1,0,2,0,0,0
9N2ENU81,67,0,0,1,1,1,0,0,0,1,1,0,1
YETQ8V81,59,1,0,0,1,0,0,1,1,0,1,0,0
1QC9YV81,59,1,0,0,0,1,0,0,2,1,0,0,0
WC8X1W81,60,0,0,1,0,1,0,0,0,1,1,0,1
VEZT2W81,60,1,0,0,0,1,0,0,0,2,0,0,1
IUAFPW81,59,1,0,0,0,1,0,0,1,1,1,0,0
DZ6K3Y81,59,0,0,1,1,0,1,0,1,1,0,0,0
8MFD1Z81,67,1,0,1,0,1,1,0,1,0,0,0,1
3U98CZ81,59,1,0,0,0,1,0,1,2,0,0,0,0
Y67QEZ81,59,1,0,0,1,0,1,1,0,0,1,0,0
QUYHW191,59,0,1,0,0,1,0,1,0,1,1,0,0
XE22D491,59,1,0,0,0,1,0,0,1,1,1,0,0
NS2BG491,59,0,0,1,0,1,0,0,1,1,1,0,0
1XUGP491,66,1,0,0,1,1,1,0,1,0,1,0,0
OAQSX491,59,0,0,1,1,0,1,1,0,1,0,0,0
RVQ5L991,59,1,0,0,0,1,0,0,1,2,0,0,0
D9FEM991,59,0,0,1,1,0,0,0,1,1,1,0,0
TKGHZ991,60,0,0,1,1,0,0,0,1,0,1,0,1
HP39PA91,59,0,1,0,0,1,1,0,0,1,1,0,0
ESVUCB91,59,1,0,0,1,0,0,2,0,0,1,0,0
JJSROC91,59,1,0,0,0,1,0,0,2,0,1,0,0
II5QGD91,59,0,1,0,1,0,2,0,0,0,1,0,0
C5QQKD91,59,0,1,0,0,1,0,0,1,0,2,0,0
MP1HOD91,60,0,1,0,1,0,0,0,0,2,0,0,1
DTPRZF91,73,1,0,1,1,1,2,0,1,0,0,0,0
2L6MGH91,59,0,0,1,1,0,0,2,0,0,1,0,0
Y11NTH91,59,1,0,0,0,1,0,0,1,1,1,0,0
7JGF2I91,60,0,1,0,1,0,0,1,0,1,0,0,1
LSJC5I91,59,0,0,1,0,1,1,0,0,1,1,0,0
VXRTDI91,60,0,0,1,1,0,0,0,0,1,1,0,1
QXYSLI91,59,0,1,0,0,1,0,1,0,1,1,0,0
BKABKK91,60,1,0,0,1,0,0,0,1,1,0,0,1
WQWATK91,59,0,1,0,0,1,0,0,2,1,0,0,0
GJFDUL91,59,0,0,1,1,0,0,1,0,1,1,0,0
MESYQN91,60,0,1,0,1,0,0,0,0,1,1,0,1
BFSWSN91,59,1,0,0,1,0,1,0,1,0,1,0,0
DTBQ4O91,59,0,0,1,0,1,1,0,1,1,0,0,0
HJYHDP91,82,0,1,1,0,1,0,1,0,0,2,0,1
3MJW5Q91,60,1,0,0,1,0,1,1,0,0,0,0,1
HWLIBQ91,66,1,0,0,1,1,1,1,0,1,0,0,0
SQ41FR91,60,1,0,0,0,1,0,0,1,1,0,0,1
58E89T91,59,1,0,0,0,1,1,0,1,1,0,0,0
MDPSMT91,59,0,1,0,0,1,0,0,1,1,1,0,0
UC2KQU91,59,0,0,1,1,0,0,0,1,1,1,0,0
ZTFTNV91,59,0,0,1,1,0,0,0,1,1,1,0,0
YQSKKW91,59,0,0,1,1,0,0,0,0,0,3,0,0
AYSATZ91,74,0,1,0,1,0,1,2,1,0,0,0,0
6SWBWZ91,60,0,0,1,0,1,0,0,0,0,2,0,1
7Z7KD2A1,59,1,0,0,1,0,1,0,2,0,0,0,0
LPSHI2A1,59,0,1,0,1,0,1,1,0,1,0,0,0
X4OJ53A1,59,0,1,0,0,1,1,1,0,1,0,0,0
NV2J63A1,59,0,0,1,1,0,0,1,1,1,0,0,0
ISCZ83A1,59,0,0,1,1,0,0,1,0,0,2,0,0
OG1MC3A1,59,0,1,0,1,0,0,0,1,1,1,0,0
YO96N3A1,59,1,0,0,0,1,0,1,0,1,1,0,0
GMRQQ3A1,59,0,1,0,1,0,1,0,1,1,0,0,0
ZCUQO4A1,59,0,0,1,1,0,1,1,0,1,0,0,0
22D766A1,60,0,1,0,1,0,1,0,1,0,0,0,1
CW8UT7A1,59,0,0,1,1,0,0,1,2,0,0,0,0
MZC9K9A1,59,0,0,1,0,1,0,1,1,1,0,0,0
LJ2CRAA1,59,1,0,0,1,0,0,1,1,1,0,0,0
YK9USAA1,60,1,0,0,0,1,0,0,0,1,1,0,1
TF76RBA1,59,1,0,0,0,1,0,1,1,1,0,0,0
9DKA3CA1,60,0,0,1,1,0,1,0,0,1,0,0,1
6ZD5VCA1,59,0,0,1,1,0,1,0,0,1,1,0,0
1UE1DFA1,60,0,1,0,0,1,0,1,0,0,1,0,1
ENK96IA1,59,0,1,0,0,1,2,0,0,0,1,0,0
INCT8IA1,60,0,1,0,1,0,0,0,0,1,1,0,1
8NA3PIA1,59,0,0,1,1,0,1,0,0,1,1,0,0
6LANAKA1,60,0,0,1,0,1,1,0,0,0,1,0,1
N6ZXCKA1,59,0,1,0,0,1,0,0,3,0,0,0,0
9NFLYKA1,59,1,1,1,1,0,0,0,0,0,1,0,1
8VDCKLA1,60,0,1,0,1,0,1,0,0,1,0,0,1
PF5IQLA1,59,0,0,1,1,0,0,0,2,0,1,0,0
8JKZ4MA1,59,0,1,0,0,1,0,2,0,0,1,0,0
434PIMA1,59,0,0,1,1,0,0,2,0,1,0,0,0
EMOF8NA1,59,0,0,1,0,1,0,2,1,0,0,0,0
2DOKQNA1,59,0,0,1,1,0,0,1,0,2,0,0,0
JER3GOA1,59,1,0,0,0,1,0,1,1,1,0,0,0
ILT5MOA1,59,0,0,1,0,1,2,1,0,0,0,0,0
RVIH8PA1,66,0,0,1,1,1,0,0,2,1,0,0,0
AOYSUPA1,60,0,0,1,1,0,0,0,0,2,0,0,1
V2MMHQA1,59,0,0,1,1,0,0,1,2,0,0,0,0
YEVDURA1,59,1,0,0,0,1,0,0,0,3,0,0,0
BVB6QTA1,59,0,0,1,1,0,0,0,0,1,2,0,0
VNBBMUA1,59,0,1,0,0,1,0,0,2,0,1,0,0
B8EYUUA1,59,0,1,0,1,0,1,1,0,0,1,0,0
7SO7DVA1,60,0,1,0,1,0,0,1,0,0,1,0,1
HZPTHXA1,59,0,1,0,0,1,0,0,0,1,2,0,0
1L22NXA1,66,0,1,0,1,1,1,1,0,1,0,0,0
WVN6T1B1,59,1,0,0,0,1,0,1,1,1,0,0,0
BMVD72B1,59,1,0,0,0,1,1,0,0,1,1,0,0
O3KR96B1,59,0,1,0,1,0,0,1,1,1,0,0,0
4RZDJ6B1,59,0,1,0,1,0,2,0,0,1,0,0,0
9RVWN6B1,60,1,0,0,1,0,0,1,0,1,0,0,1
GLKQ49B1,60,0,0,1,1,0,0,1,1,0,0,0,1
9SZKZ9B1,60,1,0,0,0,1,1,0,1,0,0,0,1
K72VZDB1,60,0,1,0,0,1,0,0,0,2,0,0,1
38AHHGB1,59,0,1,0,0,1,1,0,1,1,0,0,0
D84VOGB1,59,0,0,1,1,0,1,2,0,0,0,0,0
5MZSWGB1,59,1,0,1,1,1,1,0,0,0,0,0,1
VBI23HB1,59,0,1,0,1,0,1,0,1,1,0,0,0
QYHUJJB1,59,0,1,0,0,1,0,1,0,1,1,0,0
DYSC3LB1,59,0,0,1,1,0,1,1,0,1,0,0,0
IJ11ZLB1,60,0,0,1,0,1,1,0,0,1,0,0,1
G3X2BNB1,60,0,0,1,0,1,0,0,0,2,0,0,1
FE51ONB1,66,1,0,1,1,0,1,1,0,0,1,0,0
B2IE4OB1,59,0,0,1,1,0,1,1,0,1,0,0,0
1S6OFPB1,59,0,0,1,1,0,1,0,0,2,0,0,0
SWUF7QB1,59,1,0,0,1,0,2,0,0,1,0,0,0
I8T2RQB1,59,1,0,0,0,1,0,0,1,2,0,0,0
OFP3TQB1,66,0,1,1,0,1,1,0,1,0,1,0,0
BVMBHRB1,59,1,0,0,1,0,0,1,2,0,0,0,0
EIIFJRB1,59,1,0,0,0,1,0,0,1,1,1,0,0
9NUNISB1,59,0,1,0,0,1,0,0,0,2,1,0,0
S4MZSSB1,59,0,1,0,1,0,1,0,0,1,1,0,0
TU4UQTB1,60,0,1,0,0,1,1,0,0,1,0,0,1
7DLB7UB1,60,0,1,0,1,0,1,0,0,0,1,0,1
ZIBXQUB1,60,1,0,0,0,1,0,0,0,1,1,0,1
ZZA9FVB1,60,0,1,0,1,0,0,0,0,0,2,0,1
DVLHKVB1,60,1,0,0,0,1,0,0,0,2,0,0,1
3PQNNVB1,59,1,0,0,1,0,0,1,0,2,0,0,0
QWW18WB1,59,0,0,1,1,0,2,0,0,1,0,0,0
2UQF8WB1,59,1,0,0,1,0,0,2,0,1,0,0,0
W3PTNYB1,59,0,0,1,1,0,1,0,1,0,1,0,0
MK6KIZB1,59,1,0,0,1,0,1,1,0,1,0,0,0
POU5SZB1,60,0,0,1,0,1,0,1,0,0,1,0,1
58GXH2C1,59,1,0,0,0,1,1,1,0,1,0,0,0
763H84C1,59,1,0,0,0,1,1,1,0,1,0,0,0
DFX7R6C1,60,1,0,0,1,0,1,0,0,0,1,0,1
ENMDK7C1,59,0,0,1,0,1,1,1,0,0,1,0,0
IEJMT8C1,59,1,0,0,0,1,0,3,0,0,0,0,0
FW8J79C1,60,1,0,0,1,0,0,1,0,1,0,0,1
L92SJBC1,59,0,1,0,1,0,0,0,1,1,1,0,0
6XZ82EC1,59,0,0,1,1,0,1,1,0,0,1,0,0
B6VMOFC1,59,0,0,1,0,1,1,2,0,0,0,0,0
ZBQ93GC1,59,0,1,0,0,1,2,0,0,1,0,0,0
